Station,Date,Year,Month,Day,Daily_Rainfall_Total_mm,Mean_Temperature,Max_Temperature,Min_Temperature,Latitude,Longitude,Date_mine,Month_Name,Week,Weekday
Jurong (West),2018-11-30,2018,11,30,0.2,26.6,30.6,24.6,1.3455,103.6806,2023-11-30,November,48,6
Jurong (West),2018-12-01,2018,12,1,4.6,26.3,31.8,24.5,1.3455,103.6806,2023-12-01,December,48,7
Jurong (West),2018-12-02,2018,12,2,20.6,25.8,32.6,23.8,1.3455,103.6806,2023-12-02,December,48,1
Jurong (West),2018-12-03,2018,12,3,6,25.9,30.8,23.8,1.3455,103.6806,2023-12-03,December,49,2
Jurong (West),2018-12-04,2018,12,4,8.4,26.9,30.9,24.6,1.3455,103.6806,2023-12-04,December,49,3
Jurong (West),2018-12-05,2018,12,5,34,26.2,31.7,22.9,1.3455,103.6806,2023-12-05,December,49,4
Jurong (West),2018-12-06,2018,12,6,22.4,25.7,30.5,23,1.3455,103.6806,2023-12-06,December,49,5
Jurong (West),2018-12-07,2018,12,7,4.8,26.6,30.9,24,1.3455,103.6806,2023-12-07,December,49,6
Jurong (West),2018-12-08,2018,12,8,44.2,26.3,32.9,23.2,1.3455,103.6806,2023-12-08,December,49,7
Jurong (West),2018-12-09,2018,12,9,18.2,27.1,32.6,25,1.3455,103.6806,2023-12-09,December,49,1
Jurong (West),2018-12-10,2018,12,10,57.2,26.6,31.9,22.8,1.3455,103.6806,2023-12-10,December,50,2
Jurong (West),2018-12-11,2018,12,11,16,25.6,29.7,23.7,1.3455,103.6806,2023-12-11,December,50,3
Jurong (West),2018-12-12,2018,12,12,12,26,31.3,23.8,1.3455,103.6806,2023-12-12,December,50,4
Jurong (West),2018-12-13,2018,12,13,0,25.8,28.6,23.9,1.3455,103.6806,2023-12-13,December,50,5
Jurong (West),2018-12-14,2018,12,14,0,26.2,30.2,23.6,1.3455,103.6806,2023-12-14,December,50,6
Jurong (West),2018-12-15,2018,12,15,39.8,26.1,31.9,23.3,1.3455,103.6806,2023-12-15,December,50,7
Jurong (West),2018-12-16,2018,12,16,1.8,26.4,31.3,23.7,1.3455,103.6806,2023-12-16,December,50,1
Jurong (West),2018-12-17,2018,12,17,6.4,26.7,31.9,23.7,1.3455,103.6806,2023-12-17,December,51,2
Jurong (West),2018-12-18,2018,12,18,7,27.4,31.7,24.8,1.3455,103.6806,2023-12-18,December,51,3
Jurong (West),2018-12-19,2018,12,19,0,27.6,31.9,25.5,1.3455,103.6806,2023-12-19,December,51,4
Jurong (West),2018-12-20,2018,12,20,0.4,27.5,32.7,24.8,1.3455,103.6806,2023-12-20,December,51,5
Jurong (West),2018-12-21,2018,12,21,0.8,27.6,32.3,25,1.3455,103.6806,2023-12-21,December,51,6
Jurong (West),2018-12-22,2018,12,22,0,27.9,32.8,25,1.3455,103.6806,2023-12-22,December,51,7
Jurong (West),2018-12-23,2018,12,23,0,27.9,33.1,25.1,1.3455,103.6806,2023-12-23,December,51,1
Jurong (West),2018-12-24,2018,12,24,0,28.5,32.7,25.5,1.3455,103.6806,2023-12-24,December,52,2
Jurong (West),2018-12-25,2018,12,25,0,28.2,31.8,25.4,1.3455,103.6806,2023-12-25,December,52,3
Jurong (West),2018-12-26,2018,12,26,4.4,27.3,31.5,23.1,1.3455,103.6806,2023-12-26,December,52,4
Jurong (West),2018-12-27,2018,12,27,0,26.8,29.4,24.9,1.3455,103.6806,2023-12-27,December,52,5
Jurong (West),2018-12-28,2018,12,28,0,28.4,31.9,25.8,1.3455,103.6806,2023-12-28,December,52,6
Jurong (West),2018-12-29,2018,12,29,1.4,27,29.7,23.7,1.3455,103.6806,2023-12-29,December,52,7
Jurong (West),2018-12-30,2018,12,30,0,28.1,32.9,25.7,1.3455,103.6806,2023-12-30,December,52,1
Jurong (West),2018-12-31,2018,12,31,10.8,26.5,31.2,24.4,1.3455,103.6806,2023-12-31,December,1,2
Jurong (West),2019-01-01,2019,1,1,33.5,27.1,32.9,22.8,1.3455,103.6806,2023-01-01,January,1,3
Jurong (West),2019-01-02,2019,1,2,0,27.5,31.3,24.7,1.3455,103.6806,2023-01-02,January,1,4
Jurong (West),2019-01-03,2019,1,3,0.2,27.8,30.7,25,1.3455,103.6806,2023-01-03,January,1,5
Jurong (West),2019-01-04,2019,1,4,0,28.2,31.2,25.5,1.3455,103.6806,2023-01-04,January,1,6
Jurong (West),2019-01-05,2019,1,5,15.6,27.8,32.9,25,1.3455,103.6806,2023-01-05,January,1,7
Jurong (West),2019-01-06,2019,1,6,0.2,28.2,32.6,25.6,1.3455,103.6806,2023-01-06,January,1,1
Jurong (West),2019-01-07,2019,1,7,0,28.4,32.5,26.1,1.3455,103.6806,2023-01-07,January,2,2
Jurong (West),2019-01-08,2019,1,8,10,27,31.3,24.8,1.3455,103.6806,2023-01-08,January,2,3
Jurong (West),2019-01-09,2019,1,9,0.2,27.5,31.7,25.1,1.3455,103.6806,2023-01-09,January,2,4
Jurong (West),2019-01-10,2019,1,10,0,28.2,32.5,25,1.3455,103.6806,2023-01-10,January,2,5
Jurong (West),2019-01-11,2019,1,11,0,27.9,32.1,25.6,1.3455,103.6806,2023-01-11,January,2,6
Jurong (West),2019-01-12,2019,1,12,0,28,33.7,24.7,1.3455,103.6806,2023-01-12,January,2,7
Jurong (West),2019-01-13,2019,1,13,2.2,27,32.8,24.8,1.3455,103.6806,2023-01-13,January,2,1
Jurong (West),2019-01-14,2019,1,14,0,27.6,32.1,24.7,1.3455,103.6806,2023-01-14,January,3,2
Jurong (West),2019-01-15,2019,1,15,0,27.6,32.1,24.8,1.3455,103.6806,2023-01-15,January,3,3
Jurong (West),2019-01-16,2019,1,16,0,27.6,32,24.6,1.3455,103.6806,2023-01-16,January,3,4
Jurong (West),2019-01-17,2019,1,17,3.8,25.9,30.1,24,1.3455,103.6806,2023-01-17,January,3,5
Jurong (West),2019-01-18,2019,1,18,24,25.3,28.2,23.4,1.3455,103.6806,2023-01-18,January,3,6
Jurong (West),2019-01-19,2019,1,19,0,26.8,31.6,24,1.3455,103.6806,2023-01-19,January,3,7
Jurong (West),2019-01-20,2019,1,20,1.2,27.3,32.1,24.3,1.3455,103.6806,2023-01-20,January,3,1
Jurong (West),2019-01-21,2019,1,21,0,27.5,31.9,24.9,1.3455,103.6806,2023-01-21,January,4,2
Jurong (West),2019-01-22,2019,1,22,0,27.1,30.6,24.6,1.3455,103.6806,2023-01-22,January,4,3
Jurong (West),2019-01-23,2019,1,23,0,27.4,31.4,24.6,1.3455,103.6806,2023-01-23,January,4,4
Jurong (West),2019-01-24,2019,1,24,0,27.2,30.5,25,1.3455,103.6806,2023-01-24,January,4,5
Jurong (West),2019-01-25,2019,1,25,0.6,26.8,30.2,24.4,1.3455,103.6806,2023-01-25,January,4,6
Jurong (West),2019-01-26,2019,1,26,0,27,30.5,24.6,1.3455,103.6806,2023-01-26,January,4,7
Jurong (West),2019-01-27,2019,1,27,0,27.4,31.2,24.6,1.3455,103.6806,2023-01-27,January,4,1
Jurong (West),2019-01-28,2019,1,28,0.2,26.3,28.8,25.2,1.3455,103.6806,2023-01-28,January,5,2
Jurong (West),2019-01-29,2019,1,29,0,27.4,31.2,24.6,1.3455,103.6806,2023-01-29,January,5,3
Jurong (West),2019-01-30,2019,1,30,0,27.4,31.3,24.8,1.3455,103.6806,2023-01-30,January,5,4
Jurong (West),2019-01-31,2019,1,31,0,27.1,32.4,24.5,1.3455,103.6806,2023-01-31,January,5,5
Jurong (West),2019-02-01,2019,2,1,0,27.8,32.2,24.9,1.3455,103.6806,2023-02-01,February,5,6
Jurong (West),2019-02-02,2019,2,2,0,27.8,32.1,25.3,1.3455,103.6806,2023-02-02,February,5,7
Jurong (West),2019-02-03,2019,2,3,0,27.7,32.5,25.2,1.3455,103.6806,2023-02-03,February,5,1
Jurong (West),2019-02-04,2019,2,4,42.4,27.3,33.5,23.3,1.3455,103.6806,2023-02-04,February,6,2
Jurong (West),2019-02-05,2019,2,5,0,27.4,33,24.3,1.3455,103.6806,2023-02-05,February,6,3
Jurong (West),2019-02-06,2019,2,6,0,27.7,33.4,24.3,1.3455,103.6806,2023-02-06,February,6,4
Jurong (West),2019-02-07,2019,2,7,0,27.6,33.4,24.7,1.3455,103.6806,2023-02-07,February,6,5
Jurong (West),2019-02-08,2019,2,8,0.8,27.7,33.7,25.1,1.3455,103.6806,2023-02-08,February,6,6
Jurong (West),2019-02-09,2019,2,9,4,28.2,34.3,25.1,1.3455,103.6806,2023-02-09,February,6,7
Jurong (West),2019-02-10,2019,2,10,2.6,27.8,33.9,25.4,1.3455,103.6806,2023-02-10,February,6,1
Jurong (West),2019-02-11,2019,2,11,0,27.5,32.5,24.1,1.3455,103.6806,2023-02-11,February,7,2
Jurong (West),2019-02-12,2019,2,12,0,27.7,34.1,23.8,1.3455,103.6806,2023-02-12,February,7,3
Jurong (West),2019-02-13,2019,2,13,0,28.3,32.1,25.9,1.3455,103.6806,2023-02-13,February,7,4
Jurong (West),2019-02-14,2019,2,14,0,28.4,32.5,26.3,1.3455,103.6806,2023-02-14,February,7,5
Jurong (West),2019-02-15,2019,2,15,0,27.5,32.5,25,1.3455,103.6806,2023-02-15,February,7,6
Jurong (West),2019-02-16,2019,2,16,0,27.9,33.5,24.2,1.3455,103.6806,2023-02-16,February,7,7
Jurong (West),2019-02-17,2019,2,17,0,27.5,34,25.1,1.3455,103.6806,2023-02-17,February,7,1
Jurong (West),2019-02-18,2019,2,18,4.2,26.7,31.3,22.7,1.3455,103.6806,2023-02-18,February,8,2
Jurong (West),2019-02-19,2019,2,19,27,26.5,31.2,24.1,1.3455,103.6806,2023-02-19,February,8,3
Jurong (West),2019-02-20,2019,2,20,8,27.3,31.5,24,1.3455,103.6806,2023-02-20,February,8,4
Jurong (West),2019-02-21,2019,2,21,0,28.2,32.9,24.9,1.3455,103.6806,2023-02-21,February,8,5
Jurong (West),2019-02-22,2019,2,22,23.8,27.3,33.1,24.5,1.3455,103.6806,2023-02-22,February,8,6
Jurong (West),2019-02-23,2019,2,23,0,27.8,32.8,24.7,1.3455,103.6806,2023-02-23,February,8,7
Jurong (West),2019-02-24,2019,2,24,0,27.8,33.3,24.3,1.3455,103.6806,2023-02-24,February,8,1
Jurong (West),2019-02-25,2019,2,25,0,28.3,33.2,25.1,1.3455,103.6806,2023-02-25,February,9,2
Jurong (West),2019-02-26,2019,2,26,3.6,27.9,31.8,25.9,1.3455,103.6806,2023-02-26,February,9,3
Jurong (West),2019-02-27,2019,2,27,0,28,33.3,25.7,1.3455,103.6806,2023-02-27,February,9,4
Jurong (West),2019-02-28,2019,2,28,0.8,27.9,32.5,25.6,1.3455,103.6806,2023-02-28,February,9,5
Jurong (West),2019-03-01,2019,3,1,0,28.1,32.3,25.3,1.3455,103.6806,2023-03-01,March,9,6
Jurong (West),2019-03-02,2019,3,2,0,28.1,33.4,25,1.3455,103.6806,2023-03-02,March,9,7
Jurong (West),2019-03-03,2019,3,3,0.4,27.9,34.2,24.7,1.3455,103.6806,2023-03-03,March,9,1
Jurong (West),2019-03-04,2019,3,4,0,27.6,33.3,24.6,1.3455,103.6806,2023-03-04,March,10,2
Jurong (West),2019-03-05,2019,3,5,0,28.3,32.9,25.2,1.3455,103.6806,2023-03-05,March,10,3
Jurong (West),2019-03-06,2019,3,6,0,28.2,32.6,26,1.3455,103.6806,2023-03-06,March,10,4
Jurong (West),2019-03-07,2019,3,7,21.4,28.2,33.7,23.4,1.3455,103.6806,2023-03-07,March,10,5
Jurong (West),2019-03-08,2019,3,8,0,28.7,34.2,26,1.3455,103.6806,2023-03-08,March,10,6
Jurong (West),2019-03-09,2019,3,9,0.4,28.5,34.5,25.4,1.3455,103.6806,2023-03-09,March,10,7
Jurong (West),2019-03-10,2019,3,10,0,28.5,33.9,26,1.3455,103.6806,2023-03-10,March,10,1
Jurong (West),2019-03-11,2019,3,11,20.6,26.3,33.7,22.6,1.3455,103.6806,2023-03-11,March,11,2
Jurong (West),2019-03-12,2019,3,12,0.2,27.8,33.2,24.3,1.3455,103.6806,2023-03-12,March,11,3
Jurong (West),2019-03-13,2019,3,13,3,28.5,34.8,25.8,1.3455,103.6806,2023-03-13,March,11,4
Jurong (West),2019-03-14,2019,3,14,0,28.4,33.7,24.7,1.3455,103.6806,2023-03-14,March,11,5
Jurong (West),2019-03-15,2019,3,15,0,28.2,34.5,24.3,1.3455,103.6806,2023-03-15,March,11,6
Jurong (West),2019-03-16,2019,3,16,8,27.1,33.5,24,1.3455,103.6806,2023-03-16,March,11,7
Jurong (West),2019-03-17,2019,3,17,0,28,33.5,24.7,1.3455,103.6806,2023-03-17,March,11,1
Jurong (West),2019-03-18,2019,3,18,0,28.5,34.8,24.1,1.3455,103.6806,2023-03-18,March,12,2
Jurong (West),2019-03-19,2019,3,19,0,28.7,34.1,25,1.3455,103.6806,2023-03-19,March,12,3
Jurong (West),2019-03-20,2019,3,20,0,28.9,33.4,26,1.3455,103.6806,2023-03-20,March,12,4
Jurong (West),2019-03-21,2019,3,21,23.4,27.6,33.8,23.8,1.3455,103.6806,2023-03-21,March,12,5
Jurong (West),2019-03-22,2019,3,22,0,28.5,34.2,24.8,1.3455,103.6806,2023-03-22,March,12,6
Jurong (West),2019-03-23,2019,3,23,0,29.2,34,26.7,1.3455,103.6806,2023-03-23,March,12,7
Jurong (West),2019-03-24,2019,3,24,2.6,28.4,33.7,24.6,1.3455,103.6806,2023-03-24,March,12,1
Jurong (West),2019-03-25,2019,3,25,13.4,27.8,33.8,24.6,1.3455,103.6806,2023-03-25,March,13,2
Jurong (West),2019-03-26,2019,3,26,0,29.1,33.3,26.1,1.3455,103.6806,2023-03-26,March,13,3
Jurong (West),2019-03-27,2019,3,27,0,29.4,34.9,25.9,1.3455,103.6806,2023-03-27,March,13,4
Jurong (West),2019-03-28,2019,3,28,22.2,27.4,33.8,23.3,1.3455,103.6806,2023-03-28,March,13,5
Jurong (West),2019-03-29,2019,3,29,0,28.7,33.7,24.6,1.3455,103.6806,2023-03-29,March,13,6
Jurong (West),2019-03-30,2019,3,30,8.4,26.9,31.2,22.2,1.3455,103.6806,2023-03-30,March,13,7
Jurong (West),2019-03-31,2019,3,31,0,28.6,32.2,25.7,1.3455,103.6806,2023-03-31,March,13,1
Jurong (West),2019-04-01,2019,4,1,19.8,27,30.6,23.8,1.3455,103.6806,2023-04-01,April,14,2
Jurong (West),2019-04-02,2019,4,2,0,27.9,32.5,26,1.3455,103.6806,2023-04-02,April,14,3
Jurong (West),2019-04-03,2019,4,3,15.6,26.8,32,22.4,1.3455,103.6806,2023-04-03,April,14,4
Jurong (West),2019-04-04,2019,4,4,9.6,28.2,34.5,25.6,1.3455,103.6806,2023-04-04,April,14,5
Jurong (West),2019-04-05,2019,4,5,3.4,27.6,33.3,25.4,1.3455,103.6806,2023-04-05,April,14,6
Jurong (West),2019-04-06,2019,4,6,0.2,28.2,33.8,24.6,1.3455,103.6806,2023-04-06,April,14,7
Jurong (West),2019-04-07,2019,4,7,0,28.7,34,25.1,1.3455,103.6806,2023-04-07,April,14,1
Jurong (West),2019-04-08,2019,4,8,2.2,28.5,34.4,25.8,1.3455,103.6806,2023-04-08,April,15,2
Jurong (West),2019-04-09,2019,4,9,13.4,28.1,33.8,25.2,1.3455,103.6806,2023-04-09,April,15,3
Jurong (West),2019-04-10,2019,4,10,0.2,28,32.6,25.4,1.3455,103.6806,2023-04-10,April,15,4
Jurong (West),2019-04-11,2019,4,11,0,27.7,31,25.8,1.3455,103.6806,2023-04-11,April,15,5
Jurong (West),2019-04-12,2019,4,12,0,28.5,33,26.1,1.3455,103.6806,2023-04-12,April,15,6
Jurong (West),2019-04-13,2019,4,13,0,29.5,33.1,26.2,1.3455,103.6806,2023-04-13,April,15,7
Jurong (West),2019-04-14,2019,4,14,12.4,27.5,29.8,24.2,1.3455,103.6806,2023-04-14,April,15,1
Jurong (West),2019-04-15,2019,4,15,0,29.2,34.2,25.4,1.3455,103.6806,2023-04-15,April,16,2
Jurong (West),2019-04-16,2019,4,16,4.8,29.1,35.1,26.1,1.3455,103.6806,2023-04-16,April,16,3
Jurong (West),2019-04-17,2019,4,17,0,29.7,35.1,26,1.3455,103.6806,2023-04-17,April,16,4
Jurong (West),2019-04-18,2019,4,18,0,29.6,34.3,27.1,1.3455,103.6806,2023-04-18,April,16,5
Jurong (West),2019-04-19,2019,4,19,1.6,28.9,34.2,26,1.3455,103.6806,2023-04-19,April,16,6
Jurong (West),2019-04-20,2019,4,20,3,27.5,31.4,25.5,1.3455,103.6806,2023-04-20,April,16,7
Jurong (West),2019-04-21,2019,4,21,0,28.6,33.9,25.5,1.3455,103.6806,2023-04-21,April,16,1
Jurong (West),2019-04-22,2019,4,22,0.2,28.6,31.6,26.4,1.3455,103.6806,2023-04-22,April,17,2
Jurong (West),2019-04-23,2019,4,23,41.4,26.9,33.3,24.1,1.3455,103.6806,2023-04-23,April,17,3
Jurong (West),2019-04-24,2019,4,24,0,27.9,32.5,25.4,1.3455,103.6806,2023-04-24,April,17,4
Jurong (West),2019-04-25,2019,4,25,5,27.8,31.1,26.6,1.3455,103.6806,2023-04-25,April,17,5
Jurong (West),2019-04-26,2019,4,26,33,25.5,27.5,23.8,1.3455,103.6806,2023-04-26,April,17,6
Jurong (West),2019-04-27,2019,4,27,8.4,27.2,30.4,24.3,1.3455,103.6806,2023-04-27,April,17,7
Jurong (West),2019-04-28,2019,4,28,0,28.6,32.8,25.2,1.3455,103.6806,2023-04-28,April,17,1
Jurong (West),2019-04-29,2019,4,29,1.2,28.3,32.9,25,1.3455,103.6806,2023-04-29,April,18,2
Jurong (West),2019-04-30,2019,4,30,0,28,31.7,25,1.3455,103.6806,2023-04-30,April,18,3
Jurong (West),2019-05-01,2019,5,1,0,29,32.6,26.1,1.3455,103.6806,2023-05-01,May,18,4
Jurong (West),2019-05-02,2019,5,2,0,29.5,33,27.5,1.3455,103.6806,2023-05-02,May,18,5
Jurong (West),2019-05-03,2019,5,3,0,29.4,33.9,26.8,1.3455,103.6806,2023-05-03,May,18,6
Jurong (West),2019-05-04,2019,5,4,16,28.4,31.5,24.5,1.3455,103.6806,2023-05-04,May,18,7
Jurong (West),2019-05-05,2019,5,5,5.2,27.4,30,24.7,1.3455,103.6806,2023-05-05,May,18,1
Jurong (West),2019-05-06,2019,5,6,0,29.1,31.9,27.4,1.3455,103.6806,2023-05-06,May,19,2
Jurong (West),2019-05-07,2019,5,7,0.6,29.4,33.3,27.2,1.3455,103.6806,2023-05-07,May,19,3
Jurong (West),2019-05-08,2019,5,8,63.4,26.5,29.4,23,1.3455,103.6806,2023-05-08,May,19,4
Jurong (West),2019-05-09,2019,5,9,0,28.6,32,26,1.3455,103.6806,2023-05-09,May,19,5
Jurong (West),2019-05-10,2019,5,10,6.2,28.8,32.7,22.9,1.3455,103.6806,2023-05-10,May,19,6
Jurong (West),2019-05-11,2019,5,11,0,28.7,31.5,26.9,1.3455,103.6806,2023-05-11,May,19,7
Jurong (West),2019-05-12,2019,5,12,0,29.1,32.3,27.4,1.3455,103.6806,2023-05-12,May,19,1
Jurong (West),2019-05-13,2019,5,13,30.2,27.4,32.1,24.7,1.3455,103.6806,2023-05-13,May,20,2
Jurong (West),2019-05-14,2019,5,14,3.8,28,33.4,25.3,1.3455,103.6806,2023-05-14,May,20,3
Jurong (West),2019-05-15,2019,5,15,13.2,27.7,31.8,24.5,1.3455,103.6806,2023-05-15,May,20,4
Jurong (West),2019-05-16,2019,5,16,10,27.3,30.6,24.4,1.3455,103.6806,2023-05-16,May,20,5
Jurong (West),2019-05-17,2019,5,17,0.4,27,29.1,24.9,1.3455,103.6806,2023-05-17,May,20,6
Jurong (West),2019-05-18,2019,5,18,0,28.6,31.3,26,1.3455,103.6806,2023-05-18,May,20,7
Jurong (West),2019-05-19,2019,5,19,7.4,27,29.1,23,1.3455,103.6806,2023-05-19,May,20,1
Jurong (West),2019-05-20,2019,5,20,0.4,27.9,30.4,25.4,1.3455,103.6806,2023-05-20,May,21,2
Jurong (West),2019-05-21,2019,5,21,23.4,27.2,30.6,24.8,1.3455,103.6806,2023-05-21,May,21,3
Jurong (West),2019-05-22,2019,5,22,6.2,26.8,30.6,23.7,1.3455,103.6806,2023-05-22,May,21,4
Jurong (West),2019-05-23,2019,5,23,0,28.5,31.9,25.3,1.3455,103.6806,2023-05-23,May,21,5
Jurong (West),2019-05-24,2019,5,24,0,29.5,33.1,26.1,1.3455,103.6806,2023-05-24,May,21,6
Jurong (West),2019-05-25,2019,5,25,5.2,28.7,32,26.8,1.3455,103.6806,2023-05-25,May,21,7
Jurong (West),2019-05-26,2019,5,26,0.2,29.5,32.6,27.1,1.3455,103.6806,2023-05-26,May,21,1
Jurong (West),2019-05-27,2019,5,27,0,29.6,32.8,28.1,1.3455,103.6806,2023-05-27,May,22,2
Jurong (West),2019-05-28,2019,5,28,0,29.6,32.4,28.1,1.3455,103.6806,2023-05-28,May,22,3
Jurong (West),2019-05-29,2019,5,29,10.4,28.9,33.2,25.4,1.3455,103.6806,2023-05-29,May,22,4
Jurong (West),2019-05-30,2019,5,30,9.2,26.8,30.7,24.8,1.3455,103.6806,2023-05-30,May,22,5
Jurong (West),2019-05-31,2019,5,31,0.2,27.8,31.9,25.7,1.3455,103.6806,2023-05-31,May,22,6
Jurong (West),2019-06-01,2019,6,1,0,27.6,31,25.5,1.3455,103.6806,2023-06-01,June,22,7
Jurong (West),2019-06-02,2019,6,2,23,27.6,32.1,22.9,1.3455,103.6806,2023-06-02,June,22,1
Jurong (West),2019-06-03,2019,6,3,3.8,26.4,28.9,24.7,1.3455,103.6806,2023-06-03,June,23,2
Jurong (West),2019-06-04,2019,6,4,12,26.8,30.1,25,1.3455,103.6806,2023-06-04,June,23,3
Jurong (West),2019-06-05,2019,6,5,0,28.3,32,26.6,1.3455,103.6806,2023-06-05,June,23,4
Jurong (West),2019-06-06,2019,6,6,12,26.3,27.8,24.2,1.3455,103.6806,2023-06-06,June,23,5
Jurong (West),2019-06-07,2019,6,7,5.6,25.8,27.1,24.4,1.3455,103.6806,2023-06-07,June,23,6
Jurong (West),2019-06-08,2019,6,8,35.2,26.6,28.7,24.6,1.3455,103.6806,2023-06-08,June,23,7
Jurong (West),2019-06-09,2019,6,9,2,28,31.1,25.4,1.3455,103.6806,2023-06-09,June,23,1
Jurong (West),2019-06-10,2019,6,10,0,29.2,32.7,26,1.3455,103.6806,2023-06-10,June,24,2
Jurong (West),2019-06-11,2019,6,11,64.4,29,32.4,24.2,1.3455,103.6806,2023-06-11,June,24,3
Jurong (West),2019-06-12,2019,6,12,19,26.8,28.5,24.2,1.3455,103.6806,2023-06-12,June,24,4
Jurong (West),2019-06-13,2019,6,13,0.4,28.3,30,27.1,1.3455,103.6806,2023-06-13,June,24,5
Jurong (West),2019-06-14,2019,6,14,1,29.1,32.8,26.3,1.3455,103.6806,2023-06-14,June,24,6
Jurong (West),2019-06-15,2019,6,15,1.8,27.6,31,25.3,1.3455,103.6806,2023-06-15,June,24,7
Jurong (West),2019-06-16,2019,6,16,0,29.1,32.2,26.2,1.3455,103.6806,2023-06-16,June,24,1
Jurong (West),2019-06-17,2019,6,17,40,28.1,30.9,23.8,1.3455,103.6806,2023-06-17,June,25,2
Jurong (West),2019-06-18,2019,6,18,76,26.3,28.6,21.6,1.3455,103.6806,2023-06-18,June,25,3
Jurong (West),2019-06-19,2019,6,19,0.6,27.4,29.4,24.9,1.3455,103.6806,2023-06-19,June,25,4
Jurong (West),2019-06-20,2019,6,20,20.4,27.9,31.6,25.3,1.3455,103.6806,2023-06-20,June,25,5
Jurong (West),2019-06-21,2019,6,21,0.2,27.4,31.9,24.7,1.3455,103.6806,2023-06-21,June,25,6
Jurong (West),2019-06-22,2019,6,22,21.4,26.3,29.7,22.5,1.3455,103.6806,2023-06-22,June,25,7
Jurong (West),2019-06-23,2019,6,23,0.2,28.4,31.3,24.9,1.3455,103.6806,2023-06-23,June,25,1
Jurong (West),2019-06-24,2019,6,24,0,28.9,32.5,27.6,1.3455,103.6806,2023-06-24,June,26,2
Jurong (West),2019-06-25,2019,6,25,0,29.3,32,27.7,1.3455,103.6806,2023-06-25,June,26,3
Jurong (West),2019-06-26,2019,6,26,0.4,28.1,30,25.3,1.3455,103.6806,2023-06-26,June,26,4
Jurong (West),2019-06-27,2019,6,27,0,28.6,32.4,25.5,1.3455,103.6806,2023-06-27,June,26,5
Jurong (West),2019-06-28,2019,6,28,0,29.3,32.3,27.6,1.3455,103.6806,2023-06-28,June,26,6
Jurong (West),2019-06-29,2019,6,29,0,29,32.1,27.4,1.3455,103.6806,2023-06-29,June,26,7
Jurong (West),2019-06-30,2019,6,30,4.4,28.4,30.4,25,1.3455,103.6806,2023-06-30,June,26,1
Jurong (West),2019-07-01,2019,7,1,0,29.1,31.7,27.7,1.3455,103.6806,2023-07-01,July,27,2
Jurong (West),2019-07-02,2019,7,2,0,29.4,32.7,27.7,1.3455,103.6806,2023-07-02,July,27,3
Jurong (West),2019-07-03,2019,7,3,0.2,28.6,31.4,25.7,1.3455,103.6806,2023-07-03,July,27,4
Jurong (West),2019-07-04,2019,7,4,6.2,28.6,32,25.2,1.3455,103.6806,2023-07-04,July,27,5
Jurong (West),2019-07-05,2019,7,5,0,29.2,32.7,27.4,1.3455,103.6806,2023-07-05,July,27,6
Jurong (West),2019-07-06,2019,7,6,0.2,29,33.2,26.4,1.3455,103.6806,2023-07-06,July,27,7
Jurong (West),2019-07-07,2019,7,7,6.6,27.9,30.8,25.7,1.3455,103.6806,2023-07-07,July,27,1
Jurong (West),2019-07-08,2019,7,8,17,27.3,31.4,23.5,1.3455,103.6806,2023-07-08,July,28,2
Jurong (West),2019-07-09,2019,7,9,41.6,26.7,30.2,22.3,1.3455,103.6806,2023-07-09,July,28,3
Jurong (West),2019-07-10,2019,7,10,0,28.8,31.5,26.7,1.3455,103.6806,2023-07-10,July,28,4
Jurong (West),2019-07-11,2019,7,11,0,29.2,32.2,27.1,1.3455,103.6806,2023-07-11,July,28,5
Jurong (West),2019-07-12,2019,7,12,0,29.1,32.4,27,1.3455,103.6806,2023-07-12,July,28,6
Jurong (West),2019-07-13,2019,7,13,0,29.3,32.5,27.2,1.3455,103.6806,2023-07-13,July,28,7
Jurong (West),2019-07-14,2019,7,14,0,29.4,32,27.6,1.3455,103.6806,2023-07-14,July,28,1
Jurong (West),2019-07-15,2019,7,15,3,26.7,28.5,22.6,1.3455,103.6806,2023-07-15,July,29,2
Jurong (West),2019-07-16,2019,7,16,0,28.5,31.4,26.9,1.3455,103.6806,2023-07-16,July,29,3
Jurong (West),2019-07-17,2019,7,17,0,28.6,31.2,26,1.3455,103.6806,2023-07-17,July,29,4
Jurong (West),2019-07-18,2019,7,18,0,28.6,31.2,27.3,1.3455,103.6806,2023-07-18,July,29,5
Jurong (West),2019-07-19,2019,7,19,0,28.8,31.3,27.2,1.3455,103.6806,2023-07-19,July,29,6
Jurong (West),2019-07-20,2019,7,20,0,29,32.2,27.2,1.3455,103.6806,2023-07-20,July,29,7
Jurong (West),2019-07-21,2019,7,21,0,28.3,31.8,26.5,1.3455,103.6806,2023-07-21,July,29,1
Jurong (West),2019-07-22,2019,7,22,18.8,27.2,30.8,23.7,1.3455,103.6806,2023-07-22,July,30,2
Jurong (West),2019-07-23,2019,7,23,6.6,26.4,29.5,22.9,1.3455,103.6806,2023-07-23,July,30,3
Jurong (West),2019-07-24,2019,7,24,0.8,27.6,30.9,25.1,1.3455,103.6806,2023-07-24,July,30,4
Jurong (West),2019-07-25,2019,7,25,0,28.8,31.6,26.4,1.3455,103.6806,2023-07-25,July,30,5
Jurong (West),2019-07-26,2019,7,26,0,28.8,31.9,26.5,1.3455,103.6806,2023-07-26,July,30,6
